currTime,TotalEnergyConsumption,TotalEnvCost
603468,1111435,1105680
603490,1111475,1105680
603545,1111575,1105690
603552,1111590,1105695
603800,1112045,1105740
603802,1112045,1105740
603909,1112240,1105760
604102,1112595,1105795
604242,1112850,1105820
604278,1112915,1105825
604404,1113150,1105850
604555,1113425,1105875
604574,1113460,1105880
604589,1113490,1105885
604734,1113760,1105910
604786,1113855,1105920
604931,1114125,1105945
604947,1114155,1105950
605013,1114280,1105960
605064,1114375,1105970
605149,1114535,1105990
605656,1115470,1106080
605681,1115515,1106085
605772,1115685,1106105
606072,1116235,1106160
606208,1116485,1106185
606479,1116985,1106235
606606,1117220,1106255
606655,1117310,1106265
606826,1117630,1106295
606955,1117870,1106320
607057,1118055,1106340
607085,1118110,1106345
607090,1118115,1106345
607092,1118120,1106345
607105,1118145,1106350
607108,1118150,1106350
607110,1118155,1106350
607188,1118305,1106365
607191,1118310,1106365
607201,1118330,1106365
607253,1118430,1106375
607367,1118645,1106400
607427,1118760,1106410
607430,1118770,1106410
607445,1118795,1106415
607474,1118855,1106420
607654,1119205,1106455
607843,1119560,1106490
608081,1120000,1106535
608084,1120005,1106535
608100,1120035,1106540
608200,1120225,1106555
608236,1120290,1106565
608553,1120870,1106620
608592,1120940,1106630
608888,1121475,1106680
608939,1121565,1106690
608986,1121655,1106700
609089,1121845,1106720
609215,1122075,1106740
609311,1122255,1106760
609321,1122270,1106760
609362,1122350,1106770
609430,1122475,1106780
609473,1122555,1106790
609551,1122700,1106805
609609,1122805,1106815
609864,1123275,1106860
609887,1123320,1106865
610006,1123535,1106890
610118,1123740,1106910
610133,1123765,1106910
610161,1123820,1106915
610615,1124650,1107000
610671,1124750,1107010
610727,1124850,1107020
610805,1124990,1107035
610907,1125180,1107050
610956,1125270,1107060
611024,1125395,1107075
611072,1125485,1107085
611304,1125915,1107125
611346,1125990,1107135
611474,1126225,1107155
611508,1126290,1107165
611520,1126310,1107165
611569,1126400,1107175
611987,1127170,1107250
611991,1127175,1107250
612233,1127615,1107295
612273,1127690,1107305
612276,1127695,1107305
612442,1128000,1107335
612491,1128090,1107345
612589,1128270,1107360
612782,1128620,1107395
612812,1128675,1107400
612845,1128735,1107410
612926,1128880,1107420
613115,1129225,1107455
613118,1129230,1107455
613163,1129315,1107465
613220,1129420,1107475
613322,1129605,1107495
613411,1129765,1107510
613413,1129770,1107510
613598,1130110,1107545
613619,1130150,1107550
614136,1131095,1107645
614195,1131200,1107655
614204,1131215,1107655
614224,1131255,1107660
614314,1131420,1107675
614322,1131435,1107680
614340,1131470,1107680
614357,1131500,1107685
614378,1131540,1107690
614767,1132270,1107760
614858,1132440,1107780
614907,1132530,1107785
615007,1132710,1107805
615039,1132770,1107810
615108,1132895,1107825
615206,1133075,1107840
615222,1133105,1107845
615294,1133240,1107860
615344,1133335,1107870
615440,1133510,1107885
615476,1133580,1107890
615519,1133660,1107900
615542,1133705,1107905
615545,1133710,1107905
615609,1133830,1107915
615667,1133940,1107930
615806,1134200,1107955
615878,1134335,1107965
615952,1134470,1107980
615990,1134540,1107990
616000,1134560,1107990
616189,1134915,1108025
616206,1134945,1108030
616368,1135250,1108060
616373,1135260,1108060
616490,1135480,1108080
616498,1135495,1108085
616499,1135495,1108085
616635,1135755,1108110
616637,1135760,1108110
616642,1135770,1108110
616664,1135810,1108115
616708,1135895,1108125
616771,1136015,1108135
616804,1136080,1108140
616869,1136205,1108155
616972,1136400,1108175
617052,1136550,1108190
617179,1136790,1108215
617211,1136855,1108220
617343,1137105,1108245
617463,1137330,1108265
617676,1137720,1108305
617761,1137875,1108320
617830,1138000,1108335
618083,1138460,1108380
618084,1138465,1108380
618137,1138560,1108390
618173,1138630,1108395
618235,1138745,1108410
618305,1138880,1108420
618320,1138905,1108425
618338,1138940,1108430
618677,1139585,1108495
618801,1139815,1108515
618807,1139825,1108515
618810,1139830,1108515
618923,1140045,1108540
618992,1140175,1108550
619088,1140360,1108570
619121,1140420,1108575
619129,1140435,1108580
619158,1140490,1108585
619347,1140850,1108620
619394,1140935,1108630
619662,1141435,1108680
619715,1141530,1108685
619968,1141995,1108735
620019,1142085,1108745
620174,1142370,1108770
620505,1142970,1108830
620528,1143010,1108835
620593,1143125,1108845
620615,1143165,1108850
620646,1143225,1108855
620702,1143325,1108865
620785,1143480,1108880
620849,1143595,1108895
621021,1143920,1108925
621035,1143945,1108930
621050,1143975,1108930
621066,1144005,1108935
621199,1144255,1108960
621237,1144325,1108965
621335,1144510,1108985
621402,1144640,1109000
621455,1144740,1109010
621501,1144830,1109015
621571,1144965,1109030
621594,1145010,1109035
621595,1145010,1109035
621621,1145060,1109040
621725,1145260,1109060
621778,1145360,1109070
621918,1145625,1109095
621996,1145770,1109110
622006,1145790,1109115
622026,1145825,1109115
622088,1145945,1109130
622272,1146300,1109165
622293,1146340,1109170
622304,1146360,1109170
622479,1146680,1109200
622480,1146685,1109205
622595,1146895,1109225
622637,1146970,1109230
622680,1147050,1109240
623055,1147740,1109310
623200,1148005,1109335
623381,1148335,1109365
623694,1148895,1109425
623721,1148945,1109430
623723,1148945,1109430
623733,1148965,1109430
623812,1149110,1109445
623818,1149120,1109445
623851,1149185,1109455
623921,1149315,1109465
624116,1149680,1109500
624126,1149700,1109505
624161,1149765,1109510
624183,1149805,1109515
624193,1149825,1109515
624201,1149840,1109520
624246,1149925,1109525
624384,1150190,1109555
624385,1150190,1109555
624421,1150260,1109560
624558,1150515,1109585
624573,1150545,1109590
625028,1151380,1109670
625057,1151430,1109675
625180,1151655,1109700
625240,1151765,1109710
625379,1152025,1109735
625643,1152515,1109785
625652,1152530,1109785
625727,1152670,1109800
625749,1152710,1109805
625968,1153115,1109845
626218,1153575,1109890
626224,1153585,1109895
626242,1153620,1109895
626315,1153750,1109910
626395,1153895,1109925
626414,1153930,1109925
626435,1153970,1109930
626494,1154080,1109940
626645,1154360,1109970
626667,1154400,1109975
626704,1154470,1109980
626793,1154635,1109995
626923,1154870,1110020
627043,1155090,1110045
627246,1155465,1110080
627556,1156025,1110135
627601,1156110,1110145
627669,1156235,1110160
627799,1156470,1110180
627967,1156775,1110210
627970,1156780,1110210
627975,1156790,1110215
628041,1156910,1110225
628102,1157020,1110235
628111,1157035,1110240
628308,1157400,1110275
628326,1157435,1110275
628764,1158235,1110360
628817,1158330,1110365
628851,1158395,1110375
628919,1158520,1110385
629005,1158680,1110400
629022,1158710,1110405
629035,1158735,1110410
629180,1159005,1110435
629405,1159420,1110475
629461,1159520,1110485
629532,1159650,1110500
629545,1159670,1110500
629556,1159690,1110505
629630,1159830,1110515
630015,1160530,1110585
630104,1160690,1110605
630142,1160760,1110610
630151,1160775,1110610
630216,1160895,1110625
630243,1160945,1110630
630408,1161250,1110660
630410,1161255,1110660
630437,1161305,1110665
630445,1161320,1110665
630592,1161600,1110695
630601,1161615,1110695
630693,1161790,1110715
630781,1161960,1110730
631008,1162385,1110775
631015,1162395,1110775
631149,1162645,1110800
631188,1162715,1110805
631213,1162765,1110810
631397,1163105,1110845
631435,1163175,1110850
631466,1163235,1110860
631505,1163305,1110865
631535,1163365,1110870
631538,1163370,1110870
631759,1163780,1110910
632096,1164395,1110975
632149,1164490,1110985
632150,1164495,1110985
632156,1164505,1110985
632353,1164865,1111020
632650,1165390,1111075
632773,1165610,1111095
632881,1165800,1111115
632914,1165860,1111120
632958,1165940,1111130
632977,1165975,1111130
633178,1166340,1111170
633259,1166485,1111185
633320,1166595,1111195
633729,1167345,1111270
634009,1167850,1111320
634111,1168030,1111335
634115,1168040,1111340
634149,1168100,1111345
634196,1168185,1111355
634217,1168225,1111355
634303,1168385,1111375
634607,1168935,1111430
634735,1169165,1111450
634826,1169330,1111465
634994,1169630,1111495
635109,1169840,1111520
635375,1170315,1111565
635489,1170515,1111585
635567,1170655,1111600
635652,1170810,1111615
635883,1171230,1111655
635961,1171375,1111670
635997,1171445,1111680
636047,1171535,1111690
636304,1172005,1111735
636388,1172160,1111750
636467,1172305,1111765
636504,1172375,1111770
636680,1172700,1111805
636682,1172700,1111805
636787,1172900,1111825
636912,1173130,1111845
636952,1173205,1111855
636969,1173235,1111860
637061,1173410,1111875
637466,1174160,1111950
637535,1174285,1111965
637572,1174350,1111970
637607,1174415,1111975
638089,1175300,1112065
638124,1175360,1112070
638261,1175615,1112095
638282,1175650,1112100
638318,1175720,1112105
638349,1175775,1112110
638401,1175875,1112120
638598,1176245,1112160
638807,1176635,1112195
638914,1176830,1112215
638937,1176870,1112220
638943,1176880,1112220
638954,1176900,1112225
639160,1177285,1112265
639255,1177460,1112280
639269,1177490,1112285
639272,1177495,1112285
639275,1177500,1112285
639421,1177775,1112310
639441,1177810,1112315
639467,1177860,1112320
639482,1177890,1112325
639546,1178015,1112335
639560,1178040,1112340
639566,1178055,1112340
639723,1178360,1112370
639853,1178615,1112395
639945,1178795,1112415
640030,1178955,1112430
640152,1179190,1112455
640246,1179365,1112470
640503,1179845,1112520
640516,1179870,1112520
640812,1180430,1112575
640881,1180560,1112590
641019,1180815,1112615
641215,1181175,1112650
641311,1181355,1112670
641465,1181640,1112700
641531,1181765,1112710
641602,1181895,1112725
641844,1182340,1112770
641868,1182385,1112775
641932,1182505,1112785
641936,1182510,1112785
642023,1182675,1112800
642055,1182735,1112805
642316,1183220,1112855
642332,1183250,1112860
642424,1183425,1112875
642584,1183720,1112905
642784,1184095,1112945
642825,1184170,1112950
642859,1184230,1112955
642893,1184295,1112965
643057,1184600,1112995
643252,1184960,1113030
643290,1185030,1113035
643305,1185055,1113040
643383,1185200,1113055
643454,1185335,1113070
643464,1185350,1113070
643471,1185365,1113070
643513,1185445,1113080
643630,1185665,1113100
643684,1185770,1113110
643965,1186290,1113165
643972,1186305,1113165
644092,1186525,1113185
644354,1187000,1113235
644673,1187575,1113290
644847,1187890,1113325
645011,1188185,1113355
645123,1188385,1113375
645151,1188435,1113380
645262,1188640,1113400
645723,1189475,1113480
645747,1189520,1113485
645802,1189620,1113495
645847,1189700,1113505
645973,1189930,1113525
646188,1190320,1113565
646321,1190555,1113590
646358,1190625,1113595
646440,1190775,1113610
646474,1190835,1113620
646477,1190840,1113620
646608,1191090,1113645
646615,1191100,1113645
646662,1191190,1113655
646936,1191705,1113705
646940,1191710,1113705
646989,1191805,1113715
647071,1191955,1113730
647242,1192280,1113760
647248,1192290,1113765
647294,1192380,1113770
647515,1192800,1113815
647559,1192880,1113820
647617,1192990,1113835
647669,1193085,1113845
647695,1193135,1113850
647697,1193140,1113850
647888,1193500,1113885
647953,1193625,1113895
647980,1193675,1113900
647991,1193695,1113905
648143,1193990,1113935
648355,1194390,1113975
648376,1194425,1113975
648384,1194440,1113980
648399,1194470,1113980
648413,1194495,1113985
648417,1194505,1113985
648447,1194565,1113990
648479,1194625,1113995
648686,1195025,1114035
648919,1195465,1114080
649074,1195755,1114110
649132,1195860,1114120
649145,1195885,1114125
649239,1196055,1114140
649626,1196755,1114210
649759,1196990,1114235
649958,1197350,1114270
650033,1197485,1114285
650128,1197660,1114300
650201,1197795,1114315
650384,1198130,1114345
650388,1198140,1114350
650437,1198230,1114355
650509,1198365,1114370
650604,1198545,1114390
650747,1198810,1114415
650799,1198910,1114425
650879,1199055,1114440
650894,1199085,1114445
650973,1199230,1114455
651297,1199825,1114515
651310,1199850,1114520
651461,1200125,1114545
651474,1200150,1114550
651607,1200395,1114575
651720,1200605,1114595
651756,1200670,1114600
652062,1201230,1114655
652133,1201360,1114670
652192,1201470,1114680
652303,1201675,1114700
652398,1201850,1114720
652524,1202080,1114740
652658,1202330,1114765
652677,1202365,1114770
652681,1202370,1114770
652756,1202510,1114785
652761,1202520,1114785
652814,1202620,1114795
652825,1202640,1114800
652826,1202640,1114800
652916,1202815,1114815
653081,1203125,1114845
653107,1203175,1114850
653164,1203280,1114860
653179,1203310,1114865
653243,1203430,1114875
653245,1203435,1114880
653291,1203520,1114885
653338,1203610,1114895
653373,1203675,1114900
653475,1203870,1114920
653799,1204480,1114980
653807,1204490,1114985
653833,1204540,1114990
653849,1204570,1114990
654069,1204980,1115030
654162,1205155,1115050
654232,1205285,1115065
654339,1205485,1115085
654471,1205730,1115105
654545,1205870,1115120
654556,1205890,1115125
654632,1206030,1115135
654839,1206410,1115175
655126,1206930,1115225
655321,1207285,1115265
655394,1207415,1115275
655590,1207770,1115310
655708,1207985,1115335
655767,1208090,1115345
656008,1208525,1115385
656406,1209230,1115455
656411,1209240,1115460
656486,1209370,1115470
656549,1209485,1115485
656882,1210085,1115545
656897,1210115,1115545
656905,1210130,1115545
656913,1210145,1115550
656914,1210145,1115550
657106,1210505,1115585
657205,1210690,1115605
657287,1210840,1115620
657290,1210845,1115620
657316,1210895,1115625
657362,1210985,1115635
657385,1211030,1115635
657464,1211180,1115650
657480,1211210,1115655
657496,1211240,1115660
657517,1211285,1115660
657519,1211285,1115665
657526,1211300,1115665
657535,1211320,1115665
657767,1211770,1115710
657797,1211830,1115715
657837,1211905,1115725
658067,1212345,1115770
658256,1212695,1115805
658269,1212720,1115805
658371,1212905,1115825
658432,1213020,1115835
658522,1213185,1115855
658628,1213375,1115870
658757,1213610,1115895
658846,1213775,1115910
658973,1214010,1115935
658975,1214010,1115935
659031,1214115,1115945
659059,1214165,1115950
659148,1214335,1115965
659229,1214485,1115985
659383,1214770,1116010
659596,1215155,1116050
659613,1215190,1116055
659715,1215375,1116070
659829,1215585,1116095
659930,1215770,1116110
660066,1216020,1116135
660139,1216155,1116150
660154,1216185,1116155
660462,1216750,1116210
660470,1216765,1116210
660494,1216810,1116215
660510,1216840,1116220
660557,1216925,1116225
660681,1217160,1116250
660690,1217180,1116250
660716,1217230,1116255
660717,1217230,1116255
660951,1217680,1116300
661055,1217875,1116320
661056,1217880,1116320
661103,1217970,1116330
661122,1218005,1116335
661199,1218155,1116350
661204,1218165,1116350
661343,1218430,1116375
661401,1218540,1116390
661466,1218660,1116400
661497,1218720,1116405
661636,1218990,1116435
661711,1219130,1116445
661775,1219255,1116460
661802,1219305,1116465
661902,1219500,1116485
661906,1219510,1116485
662172,1220025,1116535
662297,1220260,1116560
662828,1221230,1116655
663026,1221590,1116695
663095,1221715,1116705
663154,1221825,1116715
663245,1221990,1116735
663398,1222275,1116760
663636,1222710,1116805
663702,1222830,1116815
663866,1223130,1116845
663902,1223195,1116855
664082,1223520,1116885
664303,1223920,1116925
664375,1224050,1116940
664437,1224160,1116950
664628,1224515,1116985
664732,1224700,1117005
664851,1224915,1117025
664860,1224935,1117030
664924,1225050,1117040
664973,1225140,1117050
665038,1225265,1117060
665232,1225615,1117095
665449,1226010,1117135
665484,1226075,1117140
665538,1226170,1117150
665662,1226400,1117175
665713,1226490,1117185
665746,1226550,1117190
665901,1226840,1117220
665939,1226910,1117225
666023,1227070,1117240
666056,1227130,1117245
666289,1227560,1117290
666320,1227615,1117295
666549,1228030,1117335
666564,1228060,1117340
666584,1228095,1117345
666743,1228390,1117375
666777,1228450,1117380
666817,1228525,1117385
666831,1228550,1117390
666984,1228835,1117420
667296,1229400,1117475
667303,1229410,1117475
667428,1229640,1117500
667600,1229950,1117530
667605,1229955,1117530
667655,1230050,1117540
667688,1230110,1117545
668200,1231030,1117635
668241,1231105,1117645
668242,1231105,1117645
668278,1231170,1117650
668680,1231900,1117725
668702,1231935,1117730
668738,1232000,1117735
668967,1232415,1117775
668970,1232420,1117775
669119,1232695,1117805
669183,1232810,1117815
669366,1233150,1117850
669369,1233155,1117850
669417,1233240,1117860
669435,1233275,1117860
669440,1233285,1117865
669811,1233980,1117930
669866,1234085,1117940
669924,1234190,1117955
669978,1234295,1117965
670068,1234465,1117980
670188,1234690,1118005
670202,1234720,1118005
670349,1234995,1118035
670358,1235010,1118035
670420,1235125,1118045
670472,1235225,1118055
670475,1235230,1118055
670485,1235245,1118060
670734,1235710,1118105
670759,1235760,1118110
670760,1235760,1118110
670800,1235835,1118120
670870,1235970,1118130
671176,1236540,1118190
671367,1236895,1118225
671420,1236990,1118235
671443,1237035,1118240
671569,1237270,1118260
671588,1237305,1118265
671650,1237425,1118275
671677,1237475,1118280
671684,1237485,1118285
671889,1237870,1118320
671942,1237970,1118330
672063,1238190,1118355
672518,1239020,1118435
672699,1239350,1118470
672819,1239570,1118490
672875,1239670,1118500
672914,1239740,1118510
672999,1239900,1118525
673032,1239960,1118530
673268,1240400,1118575
673473,1240785,1118615
673486,1240810,1118615
673714,1241225,1118655
673732,1241255,1118660
673811,1241400,1118675
674050,1241835,1118720
674093,1241915,1118725
674224,1242150,1118750
674228,1242160,1118750
674238,1242175,1118750
674347,1242375,1118770
674354,1242390,1118775
674430,1242530,1118785
674551,1242750,1118810
674744,1243105,1118845
674860,1243315,1118865
675078,1243715,1118905
675319,1244160,1118950
675480,1244460,1118980
675634,1244740,1119010
675637,1244745,1119010
675675,1244815,1119015
675849,1245135,1119045
675917,1245255,1119060
676101,1245585,1119095
676186,1245740,1119110
676195,1245755,1119110
676609,1246500,1119185
676610,1246505,1119185
676628,1246535,1119190
677070,1247330,1119265
677090,1247370,1119270
677120,1247420,1119275
677297,1247745,1119310
677327,1247800,1119315
677451,1248025,1119335
677781,1248625,1119395
677832,1248720,1119405
677888,1248820,1119415
677933,1248905,1119425
677966,1248965,1119430
677990,1249010,1119435
678112,1249240,1119460
678269,1249530,1119485
678377,1249725,1119505
678646,1250215,1119555
678697,1250305,1119565
678739,1250380,1119570
678749,1250400,1119575
678801,1250495,1119585
678820,1250530,1119585
678924,1250730,1119605
679068,1250995,1119635
679132,1251110,1119645
679197,1251230,1119655
679223,1251275,1119660
679382,1251570,1119690
679448,1251695,1119705
679547,1251880,1119720
679673,1252115,1119745
679685,1252140,1119750
679737,1252235,1119760
679738,1252240,1119760
679748,1252255,1119760
679842,1252430,1119775
679934,1252600,1119795
680239,1253155,1119850
680281,1253235,1119860
680369,1253395,1119875
680462,1253565,1119890
680540,1253710,1119905
680543,1253715,1119905
680565,1253760,1119910
680603,1253830,1119915
680618,1253855,1119920
680788,1254180,1119950
680990,1254555,1119990
681047,1254660,1120000
681128,1254810,1120015
681200,1254945,1120030
681240,1255015,1120035
681305,1255135,1120050
681340,1255200,1120055
681674,1255805,1120115
681759,1255955,1120130
681897,1256200,1120155
682154,1256655,1120200
682221,1256770,1120210
682229,1256785,1120215
682283,1256885,1120225
682327,1256965,1120230
682378,1257055,1120240
682458,1257205,1120255
682510,1257300,1120265
682661,1257575,1120290
682669,1257590,1120295
682728,1257700,1120305
683018,1258230,1120355
683110,1258400,1120375
683166,1258500,1120385
683184,1258530,1120385
683320,1258780,1120410
683416,1258955,1120430
683562,1259220,1120455
683959,1259920,1120525
683989,1259975,1120530
684012,1260015,1120535
684025,1260040,1120540
684037,1260060,1120540
684038,1260065,1120540
684041,1260070,1120540
684118,1260210,1120555
684270,1260495,1120585
684523,1260955,1120630
684580,1261060,1120640
684596,1261090,1120645
684860,1261570,1120690
684970,1261770,1120710
684997,1261815,1120715
685037,1261890,1120725
685041,1261895,1120725
685082,1261970,1120730
685114,1262030,1120735
685148,1262095,1120745
685171,1262135,1120750
685181,1262155,1120750
685235,1262255,1120760
685361,1262490,1120785
685645,1263005,1120835
685722,1263145,1120850
685808,1263300,1120865
685941,1263535,1120890
685989,1263625,1120895
685997,1263635,1120900
686047,1263730,1120905
686163,1263940,1120930
686242,1264085,1120945
686260,1264115,1120945
686649,1264820,1121015
686793,1265080,1121040
686835,1265155,1121050
686852,1265185,1121055
686882,1265240,1121060
686894,1265265,1121060
687074,1265600,1121095
687096,1265640,1121100
687104,1265655,1121100
687157,1265755,1121110
687259,1265945,1121130
687262,1265950,1121130
687314,1266045,1121140
687496,1266385,1121175
687570,1266525,1121185
687650,1266675,1121200
687670,1266710,1121205
687719,1266805,1121215
688006,1267340,1121270
688032,1267385,1121275
688191,1267680,1121300
688192,1267685,1121300
688246,1267785,1121315
688336,1267950,1121330
688396,1268065,1121340
688507,1268275,1121360
688587,1268425,1121375
688616,1268480,1121380
688940,1269080,1121440
688957,1269110,1121445
689021,1269230,1121455
689078,1269335,1121470
689221,1269600,1121495
689363,1269860,1121520
689473,1270060,1121540
689594,1270280,1121560
689688,1270450,1121580
689754,1270570,1121590
689862,1270770,1121610
689863,1270770,1121610
690165,1271315,1121665
690232,1271435,1121680
690292,1271540,1121690
690303,1271560,1121690
690489,1271895,1121725
690713,1272300,1121765
690796,1272450,1121780
690853,1272550,1121790
690888,1272615,1121795
691216,1273215,1121855
691264,1273300,1121865
691438,1273615,1121895
691452,1273640,1121900
691481,1273695,1121905
691684,1274060,1121940
691694,1274080,1121940
691996,1274625,1121995
692206,1275000,1122035
692218,1275025,1122035
692390,1275330,1122065
692471,1275480,1122080
692595,1275700,1122105
692784,1276040,1122140
692817,1276095,1122145
693043,1276500,1122185
693247,1276865,1122220
693502,1277325,1122265
693678,1277640,1122300
693922,1278075,1122340
693960,1278145,1122350
694270,1278705,1122405
694318,1278790,1122415
694606,1279310,1122465
694968,1279960,1122530
695045,1280100,1122545
695713,1281300,1122665
695895,1281625,1122695
695906,1281645,1122700
695915,1281660,1122700
696302,1282360,1122770
696476,1282670,1122800
696510,1282735,1122805
696511,1282735,1122810
696521,1282755,1122810
696596,1282890,1122825
696607,1282915,1122825
696658,1283010,1122835
696697,1283085,1122840
696785,1283250,1122860
697038,1283715,1122905
697075,1283785,1122910
697212,1284035,1122940
697395,1284370,1122970
697532,1284620,1122995
697604,1284750,1123010
697615,1284770,1123010
697651,1284835,1123020
698036,1285550,1123090
698336,1286095,1123145
698456,1286310,1123165
698612,1286595,1123195
698894,1287105,1123245
699106,1287485,1123285
699204,1287660,1123300
699232,1287710,1123305
699627,1288425,1123375
699640,1288450,1123380
699643,1288455,1123380
699802,1288750,1123410
699826,1288795,1123415
699883,1288900,1123425
699914,1288955,1123430
700148,1289395,1123475
700230,1289545,1123490
700292,1289660,1123500
700594,1290205,1123555
700646,1290300,1123565
700759,1290500,1123585
700833,1290635,1123600
700940,1290835,1123620
700968,1290885,1123625
700987,1290920,1123625
701082,1291100,1123645
701121,1291175,1123650
701250,1291415,1123675
701398,1291690,1123705
701523,1291920,1123725
701660,1292170,1123750
701704,1292250,1123760
701752,1292335,1123770
701879,1292565,1123790
701901,1292605,1123795
701914,1292630,1123795
702068,1292915,1123825
702287,1293320,1123865
702297,1293340,1123870
702328,1293395,1123875
702358,1293450,1123880
702523,1293755,1123910
702622,1293945,1123930
702674,1294040,1123940
702840,1294350,1123970
702906,1294475,1123980
702983,1294615,1123995
703230,1295075,1124040
703306,1295215,1124055
703320,1295240,1124060
703522,1295610,1124095
703553,1295670,1124100
703654,1295855,1124120
703839,1296195,1124155
703842,1296200,1124155
703988,1296475,1124180
704003,1296505,1124185
704100,1296690,1124205
704216,1296905,1124225
704370,1297190,1124255
704382,1297215,1124255
704449,1297340,1124270
704478,1297395,1124275
704614,1297650,1124300
704669,1297755,1124310
705106,1298555,1124390
705195,1298715,1124405
705300,1298905,1124425
705313,1298930,1124425
705526,1299315,1124465
705561,1299380,1124470
705715,1299665,1124500
706018,1300225,1124555
706049,1300285,1124565
706369,1300880,1124620
706427,1300990,1124635
706441,1301015,1124635
706593,1301305,1124665
706614,1301345,1124670
706738,1301575,1124690
706790,1301670,1124700
706931,1301935,1124730
706954,1301975,1124730
707012,1302085,1124745
707075,1302205,1124755
707113,1302275,1124760
707154,1302355,1124770
707265,1302565,1124790
707320,1302670,1124800
707346,1302720,1124805
707415,1302850,1124820
707552,1303110,1124845
707608,1303220,1124855
707618,1303235,1124860
707644,1303290,1124865
707648,1303295,1124865
707649,1303295,1124865
707766,1303525,1124885
707797,1303585,1124895
707859,1303710,1124905
708057,1304085,1124945
708141,1304245,1124960
708187,1304335,1124970
708199,1304355,1124970
708275,1304500,1124985
708371,1304685,1125005
708400,1304740,1125010
708411,1304760,1125010
708464,1304865,1125020
708815,1305520,1125085
708849,1305580,1125090
708884,1305645,1125100
709366,1306520,1125185
709531,1306810,1125215
709646,1307015,1125235
709747,1307195,1125255
709790,1307275,1125260
709907,1307490,1125285
709960,1307585,1125295
709965,1307595,1125295
710022,1307700,1125305
710092,1307830,1125315
710156,1307950,1125330
710194,1308020,1125335
710243,1308110,1125345
710422,1308450,1125380
710459,1308525,1125385
710580,1308755,1125410
710781,1309130,1125445
710831,1309220,1125455
710918,1309380,1125470
710982,1309500,1125485
711295,1310065,1125540
711322,1310115,1125545
711400,1310255,1125560
711886,1311135,1125650
712055,1311440,1125680
712203,1311705,1125705
712372,1312005,1125735
712502,1312240,1125760
712690,1312575,1125790
712715,1312620,1125795
712724,1312640,1125800
712961,1313070,1125840
713047,1313225,1125855
713210,1313515,1125885
713421,1313895,1125925
713448,1313945,1125930
713466,1313975,1125930
713699,1314395,1125975
713718,1314430,1125975
713736,1314465,1125980
713861,1314695,1126005
714016,1314980,1126030
714049,1315040,1126040
714073,1315085,1126045
714080,1315100,1126045
714201,1315325,1126065
714409,1315710,1126105
714465,1315815,1126115
714507,1315895,1126125
714689,1316240,1126160
714763,1316385,1126175
714839,1316530,1126185
714922,1316685,1126205
715006,1316845,1126220
715214,1317240,1126260
715223,1317255,1126260
715260,1317325,1126265
715301,1317405,1126275
715396,1317585,1126295
715437,1317665,1126300
715524,1317830,1126315
715774,1318300,1126365
715805,1318360,1126370
715829,1318405,1126375
715858,1318460,1126380
715876,1318495,1126385
716078,1318880,1126420
716358,1319390,1126475
716665,1319945,1126530
716700,1320010,1126535
716724,1320055,1126540
717139,1320805,1126615
717159,1320840,1126620
717214,1320940,1126630
717292,1321080,1126640
717328,1321145,1126650
717621,1321680,1126700
717671,1321770,1126710
717917,1322220,1126755
718059,1322480,1126780
718064,1322490,1126785
718103,1322560,1126790
718228,1322795,1126815
718241,1322820,1126815
718352,1323030,1126835
718498,1323305,1126865
718514,1323335,1126870
718590,1323480,1126880
718660,1323610,1126895
718699,1323685,1126900
718767,1323810,1126915
718777,1323830,1126915
718823,1323915,1126925
718890,1324040,1126940
718945,1324145,1126950
719001,1324250,1126960
719109,1324455,1126980
719250,1324715,1127005
719319,1324845,1127020
719678,1325510,1127085
719736,1325615,1127095
719829,1325790,1127115
719879,1325885,1127120
719965,1326045,1127140
720102,1326300,1127165
720170,1326430,1127175
720184,1326455,1127180
720246,1326570,1127190
720369,1326805,1127215
720370,1326810,1127215
720382,1326835,1127215
720428,1326920,1127225
720647,1327345,1127270
720701,1327450,1127280
720715,1327480,1127280
720733,1327515,1127285
720771,1327590,1127295
720794,1327635,1127300
720840,1327725,1127305
720853,1327750,1127310
720890,1327825,1127315
721029,1328100,1127345
721078,1328195,1127355
721105,1328250,1127360
721110,1328260,1127360
721111,1328260,1127360
721180,1328395,1127375
721397,1328815,1127415
721455,1328925,1127425
721457,1328930,1127425
721624,1329245,1127460
721650,1329295,1127465
721707,1329400,1127475
721725,1329435,1127475
721753,1329485,1127485
721857,1329680,1127500
721891,1329745,1127510
721925,1329810,1127515
721943,1329845,1127520
722116,1330170,1127550
722184,1330295,1127565
722287,1330490,1127585
722307,1330530,1127585
722466,1330830,1127615
722510,1330915,1127625
722621,1331125,1127645
722697,1331265,1127660
722791,1331445,1127680
722957,1331755,1127710
723586,1332925,1127825
723633,1333010,1127835
723670,1333075,1127840
724217,1334050,1127940
724250,1334110,1127945
724293,1334185,1127955
724534,1334615,1127995
724655,1334830,1128015
724660,1334840,1128020
724661,1334840,1128020
724674,1334865,1128020
724723,1334955,1128030
724794,1335085,1128045
724879,1335240,1128060
724977,1335420,1128075
725061,1335570,1128090
725191,1335805,1128115
725243,1335900,1128125
725320,1336040,1128140
725403,1336190,1128155
725455,1336290,1128165
725646,1336645,1128200
725829,1336980,1128230
726040,1337365,1128270
726154,1337575,1128290
726171,1337605,1128295
726210,1337675,1128300
